DISTRICT,DATE,CONFIRMED,RECOVERED,ACTIVE,DEATH
Thiruvananthapuram,25-03-2020,0,1,4,0
Thiruvananthapuram,28-03-2020,2,1,5,0
Thiruvananthapuram,29-03-2020,1,0,6,0
Thiruvananthapuram,31-03-2020,2,0,7,1
Thiruvananthapuram,01-04-2020,2,1,8,0
Thiruvananthapuram,02-04-2020,1,1,8,0
Thiruvananthapuram,04-04-2020,0,1,7,0
Thiruvananthapuram,07-04-2020,0,1,6,0
Thiruvananthapuram,08-04-2020,0,2,4,0
Thiruvananthapuram,09-04-2020,1,0,5,0
Thiruvananthapuram,11-04-2020,0,3,2,0
Thiruvananthapuram,21-04-2020,0,1,1,0
Thiruvananthapuram,23-04-2020,1,0,2,0
Thiruvananthapuram,26-04-2020,0,1,1,0
Thiruvananthapuram,27-04-2020,0,1,0,0
Thiruvananthapuram,29-04-2020,2,0,2,0
Thiruvananthapuram,04-05-2020,0,2,0,0
Thiruvananthapuram,18-05-2020,4,0,4,0
Thiruvananthapuram,20-05-2020,2,0,6,0
Thiruvananthapuram,21-05-2020,2,0,8,0
Thiruvananthapuram,24-05-2020,13,0,21,0
Thiruvananthapuram,25-05-2020,5,0,26,0
Thiruvananthapuram,28-05-2020,8,0,33,1
Thiruvananthapuram,29-05-2020,5,0,38,0
Thiruvananthapuram,30-05-2020,2,1,39,0
Thiruvananthapuram,31-05-2020,4,1,42,0
Thiruvananthapuram,01-06-2020,3,3,42,0
Thiruvananthapuram,02-06-2020,7,2,46,1
Thiruvananthapuram,03-06-2020,14,6,54,0
Thiruvananthapuram,04-06-2020,5,1,58,0
Thiruvananthapuram,05-06-2020,5,1,62,0
Thiruvananthapuram,06-06-2020,3,0,65,0
Thiruvananthapuram,07-06-2020,4,1,68,0
Thiruvananthapuram,08-06-2020,3,0,71,0
Thiruvananthapuram,09-06-2020,10,11,70,0
Thiruvananthapuram,10-06-2020,6,3,73,0
Thiruvananthapuram,11-06-2020,0,16,57,0
Thiruvananthapuram,12-06-2020,1,2,56,0
Thiruvananthapuram,13-06-2020,0,4,52,0
Thiruvananthapuram,14-06-2020,4,4,52,0
Thiruvananthapuram,15-06-2020,1,3,49,1
Thiruvananthapuram,16-06-2020,4,14,39,0
Thiruvananthapuram,17-06-2020,3,10,32,0
Thiruvananthapuram,18-06-2020,5,9,28,0
Thiruvananthapuram,19-06-2020,8,4,32,0
Thiruvananthapuram,20-06-2020,5,2,35,0
Thiruvananthapuram,21-06-2020,9,0,44,0
Thiruvananthapuram,22-06-2020,11,0,55,0
Thiruvananthapuram,23-06-2020,4,3,56,0
Thiruvananthapuram,24-06-2020,4,0,60,0
Thiruvananthapuram,25-06-2020,2,0,62,0
Thiruvananthapuram,26-06-2020,7,0,69,0
Thiruvananthapuram,27-06-2020,4,3,70,0
Thiruvananthapuram,28-06-2020,9,1,78,0
Thiruvananthapuram,29-06-2020,4,3,79,0
Thiruvananthapuram,30-06-2020,5,6,77,1
Thiruvananthapuram,01-07-2020,4,3,78,0
Thiruvananthapuram,02-07-2020,9,15,72,0
Thiruvananthapuram,03-07-2020,17,5,84,0
Thiruvananthapuram,04-07-2020,16,10,90,0
